sample1,sample2,score
why does the professor mention his previous jobs,"according to the professor, what factors led to the rapid distribution of notothenioids throughout the southern ocean",0.0
why does the professor mention his previous jobs,"according to the professor, what happened to notothenioids that migrated to different areas of the southern ocean",0.0
what point does the professor make when she mentions that some students are writing about 19 th century productions of shakespeare's plays,"according to the professor, what happened to notothenioids that migrated to different areas of the southern ocean",0.0
why does the professor mention the bacteria that live inside a tube worm,what is the lecture mainly about,1.0
"compared to other paleolithic art , what is unusual about the animals painted at chauvet",what is the lecture mainly about,1.0
what does the professor imply about the various techniques used to view archimedes'stext,why does the professor mention that coral reefs support more than 4000 species of fish,0.0
what is the conversation mainly about,why does the professor mention that coral reefs support more than 4000 species of fish,1.5
why does the professor mention a merchant who ate tulip bulbs,what characteristic of notothenioids helps them survive in subfreezing temperatures,0.0
why does the woman's initial excitement turn to disappointment,what characteristic of notothenioids helps them survive in subfreezing temperatures,0.0
why did the antifreeze protein initially give no special advantage to the earliest notothenioids,why does the professor ask the man to come to her office,1.0
why did the antifreeze protein initially give no special advantage to the earliest notothenioids,what does the professor imply contributed to the popularity of tiffany glass,0.0
what does the professor mainly discuss,"according to the professor, what can a large concentration of phosphorus in the soil indicate",1.5
what does the professor mainly discuss,what had the man assumed about human impact on the environment,1.5
"according to the professor, what objections did some researchers raise with regard to the dolphin study",the professor mentions three authors from ancient rome what point does the professor make about the three authors,0.0
the professor mentions three authors from ancient rome what point does the professor make about the three authors,"according to the professor , what were two ways that the situation of women artists had changed by then end of the nineteenth century in paris",1.0
why does the professor mention hero of alexandria,why does the professor compare earth's movements to a watch,1.5
"according to the professor , what change has caused uranium lead dating to gain popularity recently",why does the professor mention hero of alexandria,1.0
why does the woman mention her hometown,"according to the professor, what was one goal of the designers of renaissance gardens",1.5
which human activities that influence the phosphorus cycle does the professor mention,"according to the professor, what was one goal of the designers of renaissance gardens",0.0
what does the professor imply about mazes,"the professor mentions the practice of trading promissory note in the netherlands in the 1630s , what does this practice explain",0.0
what is the lecture mainly about,what does the professor imply about mazes,1.5
which human activities that influence the phosphorus cycle does the professor mention,why does the man need the woman's assistance,0.0
"according to the professor , why did neel paint portraits",why does the man need the woman's assistance,0.0
"according to the professor, what happened to notothenioids that migrated to different areas of the southern ocean",what does the woman imply about critical reaction to the play happy strangers,0.0
what started the runway effect that led to the sahara area of north africa becoming a desert,what does the woman imply about critical reaction to the play happy strangers,0.0
what does the woman say about her experience seeing a performance of happy strangers when she was younger,what does the professor say about future researchers,0.0
what does the woman say about her experience seeing a performance of happy strangers when she was younger,what does the professor imply about bashkirtseff's painting in the studio,1.0
what is the man's attitude toward his current assignment,what is the lecture mainly about,0.0
what is the man's attitude toward his current assignment,"according to the professor , what characteristic of birth bark made it useful to native americans",1.0
what is the conversation mainly about,why does the professor compare earth's movements to a watch,1.0
what does the professor say about the cutting down of large trees,what is the conversation mainly about,1.5
what factors are involved in the amount of deformation a glacier undergoes,why does the professor mention the free rider'sproblem,0.0
why does the professor mention the free rider'sproblem,what did researchers conclude after analyzing fossilized dinosaur bones found near nests,0.0
why does the student mention a child playing with a toy car,what is the professor's opinion of the other students in the woman's group,0.0
what is the professor's opinion of the other students in the woman's group,what is the lecture mainly about,1.0
"according to the professor , what aspect of public relations tends to surprise students",why did the woman choose property rights as a topic,0.5
what warning does the professor give when he talks about the man who lives on the mountain,why did the woman choose property rights as a topic,0.0
what mistakes does the professor imply the woman has made while working on a project,why does the student go to see the professor,1.0
what mistakes does the professor imply the woman has made while working on a project,"according to the professor , what dramatic elements are typically included in a well made play to help move the plot forward",1.0
why does the student ask the professor about broccoli,why does the professor mention the wood thrush,1.0
what characteristic of element 43 might explain why the scientific community doubted the findings of ida tacke's team,why does the professor mention the wood thrush,0.0
what is the lecture mainly about,why does the professor mention going away for the weekend,1.5
what is the lecture mainly about,why does the professor discuss clara schumann,1.5
what does the professor say about disinhibition,why does the professor talk about computers,1.5
what does the professor say about disinhibition,what is the lecture mainly about,1.0
what distinguished les paul's guitar from electric guitars that preceded it,"according to the lecture , what is one possible reason that displacement activities are often grooming behaviors",0.0
"according to the lecture , what is one possible reason that displacement activities are often grooming behaviors",what is the lecture mainly about,1.5
what is the main purpose of the lecture,what is the lecture mainly about,5.0
what is the main purpose of the lecture,what does the professor imply when he mentions an olympic whitewater kayaking competition,1.5
on what basis did emerson criticize the people of his time,"according to the professor , what dramatic elements are typically included in a well made play to help move the plot forward",1.0
what does the professor imply about the researchers'sreaction to the biological community discovered on the ocean floor,on what basis did emerson criticize the people of his time,0.0
what does emerson say about the past,what is the main purpose of the lecture,0.0
what does the professor imply is the importance of flat characters,what does emerson say about the past,0.0
what does the professor imply about the tools used by the people of catalhoyuk,what point does the professor make when he mentions a ship's path,1.0
"according to the professor , what is the primary advantage of spectroscopy over other laboratory methods for analyzing artworks",what point does the professor make when he mentions a ship's path,0.0
"according to the professor , what is the basic reason for building pedestrian malls in the city center",what does the professor imply about himself when he recounts some life experiences he had before becoming a literature professor,0.0
why does the women come to the office,what does the professor imply about himself when he recounts some life experiences he had before becoming a literature professor,0.5
what is the professor's purpose in telling the students about moving rocks,what point does the professor make about photography and portraiture in the twentieth century,0.0
what is the professor's purpose in telling the students about moving rocks,"in the dolphin study, how did the researcher make the dolphin's task increasingly difficult",0.5
what does the professor mainly discuss,what is the lecture mainly about,5.0
what will matthew probably do in next wednesday's class,what does the professor mainly discuss,1.0
"according to the professor , what have the researchers agreed on",what do the speakers say about peter brook's production of a midsummer night's dream,1.0
what is the professor's point when she talks about a soup shop,"according to the professor , what have the researchers agreed on",1.5
"the professor mentions experiments on the wind speed necessary to move rocks , what is the professor's attitude toward the experiments","according to the professor , what led scientists to characterize the nightcap oak as primitive",1.0
"the professor mentions experiments on the wind speed necessary to move rocks , what is the professor's attitude toward the experiments",what is the cause of the man's problem,0.0
what important point does the professor make about the area where the rocks are found,"according to the professor , what information should be included in the student's application",1.5
what important point does the professor make about the area where the rocks are found,what is professor's opinion of lavie's work,1.5
what is the lecture mainly about,"why does the professor mention the louisville , kentucky pedestrian mall",0.5
what is the lecture mainly about,what is the professor's attitude toward the student's high school film course,1.0
"according to the talk , in what two ways was the federal art project successful",what does the professor imply contributed to the popularity of tiffany glass,1.5
"according to the professor, what is the main argument against the theory that the stone blocks of the great pyramid were lifted into place with cranes","according to the talk , in what two ways was the federal art project successful",0.0
what will the student write about in his first article for the newspaper,why does the professor mention the kennedy center and lincoln center,0.5
what does the professor imply about the lack of water buffalo and hippopotamus fossils in the more recent lakes,why does the professor mention the kennedy center and lincoln center,0.0
what does the professor say about artists'sopinions of government support for the arts,"according to the professor , what are two features of shrubs that allow them to grow well in arctic regions",0.0
what does the professor say about artists'sopinions of government support for the arts,what two factors explain why medieval europeans did not use spices to cover the taste of spoiled meat,0.0
what do the speakers mainly discuss,what can be inferred from the results of the study in which monkeys did not receive immediate feedback,1.5
what do the speakers mainly discuss,why does the professor mention the french impressionists,1.5
what is the significance of the evidence found on the ocean floor,why does the woman mention her hometown,0.5
what does the professor say he will do for the student,why does the woman mention her hometown,1.0
what is the lecture mainly about,what does the woman imply about incident that occurred in her sociology class,1.5
what is the lecture mainly about,what does the woman imply about incident that occurred in her sociology class,1.5
why does the woman make an appointment with the swimming instructor,"according to the counselor , why should the woman visit her professor's office",1.0
"according to the counselor , why should the woman visit her professor's office",what is the main topic of the lecture,1.5
what does the woman imply about the people who work in the payroll office,what does the woman imply about joining the string quartet,1.5
what is the lecture mainly about,what does the woman imply about joining the string quartet,1.5
what is the professor's view of the houdin's theory,what is the conversation mainly about,1.0
why was the building given a new name,what is the conversation mainly about,1.5
what is the important difference between the two hypotheses discussed by the professor,what is the professor's attitude toward the student's high school film course,0.0
what is the lecture mainly about,what is the professor's attitude toward the student's high school film course,1.0
why was the student permitted to sign up for professor's film theory course,"according to the professor, what did the ancient greeks believe about music",0.0
why was the student permitted to sign up for professor's film theory course,how is it possible to determine in which rainy period a lake was formed,0.0
why does the professor decide to allow the student in his class,what is the conversation mainly about,1.0
why does the professor decide to allow the student in his class,what is the lecture mainly about,1.0
what can be inferred about the woman who mentioned jimi hendrix,what does the professor advise the student to so in order to keep up with the class she is in,0.0
what does the professor advise the student to so in order to keep up with the class she is in,why was the woman's physics class canceled,1.5
what does the professor say about the function of the papillae,what does the professor compare to a housefly laying many eggs,1.5
"the professor mentions experiments on the wind speed necessary to move rocks , what is the professor's attitude toward the experiments",what does the professor compare to a housefly laying many eggs,0.0
what would a prevalence of right handed amino acids in mineral samples collected on mars indicate,what is the main purpose of the lecture,0.0
what does the man suggest the woman do before the beginning of next semester,what is the main purpose of the lecture,1.0
how does the student's attitude change during the conversation,why does the professor tell the story about alligators,1.5
why does the professor tell the story about alligators,what does the woman imply about having rehearsals in the evening,0.0
why does the woman's initial excitement turn to disappointment,"according to the professor , which of the following are examples of meme transfer",0.0
what does the man suggest the woman do before the beginning of next semester,"according to the professor , which of the following are examples of meme transfer",0.0
why does the professor mention male frogs that lower their voices,what example does the professor give of a meme's longevity,0.0
why does the professor mention sea horses,what example does the professor give of a meme's longevity,1.0
what is the main purpose of the lecture,"according to the professor , what is the best way to create work that is likely to be chosen for a show",1.5
what is the main purpose of the lecture,what is the main purpose of the lecture,5.0
what does the professor imply about the spacecraft clementine,"according to the professor, what did the ancient greeks believe about music",0.0
what does the professor imply about the spacecraft clementine,what is the professor's attitude toward the results from medical research on snake venom proteins,0.0
"why does the professor mention shrub expansion into other environments , such as semiarid grasslands",why does the professor mention the moon's mantle,1.0
why does the professor mention the moon's mantle,what is the professor's opinion about the student's interest in architecture,0.0
why is the south pole aitken basin thought to be exceptionally old,why does the professor mention the pleistocene epoch,0.5
why is the south pole aitken basin thought to be exceptionally old,what is the conversation mainly about,0.0
"according to the lecture, why was heap roasting used in the producing of copper",why does the professor consider it important to find out if water ice exists on the moon,0.0
why does the professor consider it important to find out if water ice exists on the moon,what does the professor imply researchers have learned while studying hummingbird migration,0.0
"according to the professor, what can scientists learn by examining ancient phytoliths",what is one way the professor mention that can help with art restoration,1.0
what is the professor's attitude toward the results from medical research on snake venom proteins,what is one way the professor mention that can help with art restoration,0.0
what points does the advisor make when she suggests that the student report on a local court case,what is the main purpose of the lecture,1.5
what started the runway effect that led to the sahara area of north africa becoming a desert,what is the main purpose of the lecture,0.0
what characteristic of notothenioids helps them survive in subfreezing temperatures,what does the professor imply when he mentions an art historian,0.0
what does the professor imply when he mentions an olympic whitewater kayaking competition,what does the professor imply when he mentions an art historian,1.5
why does the professor discuss the presence of zinc in paint pigments,what is man's attitude toward his new university,0.0
why does the professor discuss the presence of zinc in paint pigments,what does the professor say about irwin's education in architecture,0.0
"according to the professor , what is the primary advantage of spectroscopy over other laboratory methods for analyzing artworks",what does the professor say about disinhibition,1.0
"according to the professor , what is the primary advantage of spectroscopy over other laboratory methods for analyzing artworks",why was the woman's physics class canceled,0.0
what is the lecture mainly about,why does the professor mention medieval europe,1.0
what is the lecture mainly about,"according to the professor , what contributed to the attitude of conformity in rural new england communities during the 1600s and 1700s",1.5
what does the professor mainly discuss,what does the professor mean when he says that folktales are communal,1.5
what is the lecture mainly about,what does the professor mean when he says that folktales are communal,1.5
why does the professor clarify the concept of a fairy tale,what two factors does the professor say can affect a microclimate,0.0
why does the professor clarify the concept of a fairy tale,what is the professor's attitude toward schwabe's and wolf's research,1.5
"according to the professor , why do radio astronomers sometimes have difficulty studying very distant objects",what does the professor say about the setting of fairy tales,0.0
what does the professor say about the setting of fairy tales,"according to the professor , what are two ways in which stained glass windows made in the sixteen century differed from those made in earlier centuries",1.0
"based on the discussion , what is the professor's attitude inward portraiture",why does the student go to the career services office,0.0
why does the student go to the career services office,why does the professor mention a university in boston,1.0
"according to the professor , what characteristic of birth bark made it useful to native americans",why does the student think that companies'srepresentatives would not be interested in talking to him,0.0
what does the professor imply about major weather patterns such as ei nino,why does the student think that companies'srepresentatives would not be interested in talking to him,0.0
what does the woman imply about the small print on the career fair posters and flyers,"based on the discussion, what happens when a continental plate and an oceanic plate collide",0.0
what does the woman imply about the small print on the career fair posters and flyers,what is the conversation mainly about,1.5
what does the woman say is a good way for the student to prepare for speaking to companies'srepresentatives,"the woman asks the man to consider a different job , what kind of work would the man have to do for the new job",1.5
what does the woman say is a good way for the student to prepare for speaking to companies'srepresentatives,why does the professor discuss frantzen's difficulties as a young painter,0.5
what are the students mainly discussing,why does student go to see the professor,1.0
why does student go to see the professor,what excites the professor about the field of archaeology,1.5
why is the student interested in learning more about dialects,what surprising information did a recent experiment reveal about lesser spear nosed bats,0.0
what does the professor imply about the owners of fox's diner,why is the student interested in learning more about dialects,0.0
"based on the conversation , what can be conducted about dialect accommodation",what are the speakers mainly discussing,1.5
what does the professor say about music in french opera,"based on the conversation , what can be conducted about dialect accommodation",1.5
what differences between aspen trees and ash trees does the professor point out,what does the professor want the student to do next,1.0
what is the professor's attitude toward industrialization,what does the professor want the student to do next,0.0
what is the lecture mainly about,what were some of the factors that contributed to the tulip craze in the netherlands in the seventeenth century,0.0
why does the professor talk about speciation,what were some of the factors that contributed to the tulip craze in the netherlands in the seventeenth century,0.0
what is the lecture mainly about,"the professor mentions the practice of trading promissory note in the netherlands in the 1630s , what does this practice explain",1.5
what is the lecture mainly about,"the professor mentions the practice of trading promissory note in the netherlands in the 1630s , what does this practice explain",1.5
what is the main purpose of the talk,what do the speakers mainly discuss,5.0
what is the main purpose of the talk,what does the professor say about disinhibition,1.5
what is the professor's opinion about the dot com crash,"not long ago , the sahara had a different climate , what evidence does the professor mention to support this",0.0
what is the professor's opinion about the dot com crash,what is the lecture mainly about,1.5
"according to the professor , where did tulips originate",why does the advisor discourage the student from transferring to another university,0.0
why does the student go to see the librarian,"according to the professor , where did tulips originate",0.0
why does the professor mention a merchant who ate tulip bulbs,what is the lecture mainly about,1.0
what is the professor's opinion about the dot com crash,why does the professor mention a merchant who ate tulip bulbs,1.0
how has the woman been dealing with her problem,what topic related to the nightcap oak does the professor mainly discuss,0.0
what is the lecture mainly about,what topic related to the nightcap oak does the professor mainly discuss,3.5
what does the student imply about the interlibrary loan service at his last school,"according to the professor , what led scientists to characterize the nightcap oak as primitive",0.0
what is the main purpose of the talk,"according to the professor , what led scientists to characterize the nightcap oak as primitive",1.0
what did the woman study in her laboratory project,what point does the professor make about the nightcap oak's habitat,1.0
what does the woman suggest the man should do to have the best chance of selling his book to the bookstore,what point does the professor make about the nightcap oak's habitat,0.0
"according to the professor , what is the primary advantage of spectroscopy over other laboratory methods for analyzing artworks","according to the professor , what are two factors that prevent nightcap oak population from spreading",0.0
what is the advantage of observing stars from a location near the equator,"according to the professor , what are two factors that prevent nightcap oak population from spreading",0.0
why does the professor mention the size of the nightcap oak population over the last few hundred years,what is the lecture mainly about,1.0
why does the professor mention the size of the nightcap oak population over the last few hundred years,what point does the professor make when she says that some languages have similar spending words,0.0
what does the professor imply is the importance of flat characters,what impact does freezing have on some thawed wood frogs,0.0
what does the professor imply is the importance of flat characters,what does the professor imply about the significance of the archimedes palimpsest,1.5
what aspect creative writing does the professor mainly discuss,"according to the registrar , what step is currently taken to ensure that students fulfill their graduation requirements",0.0
what aspect creative writing does the professor mainly discuss,"the professor mention a study in the 1980s that tested memory in children under age 3 , what did the researchers conclude from this study",0.0
why does the professor recommend that students pay attention to the people they see every day,"according to the professor , what led scientists to characterize the nightcap oak as primitive",1.0
why does the professor recommend that students pay attention to the people they see every day,what does the professor imply when he explains the washing and scraping methods that were used to remove ink from a parchment surface,1.5
"the professor discusses an example of three friends who run out of gas , what point does he use the example to illustrate",what does the professor imply about the painting of the young woman surrounded by pumpkins,0.0
"the professor discusses an example of three friends who run out of gas , what point does he use the example to illustrate","according to the professor , how did painleve's film confuse the audience",1.0
what warning does the professor give when he talks about the man who lives on the mountain,what is the advantage of observing stars from a location near the equator,0.0
why does the professor explain bode's law to the class,what warning does the professor give when he talks about the man who lives on the mountain,1.0
what would a prevalence of right handed amino acids in mineral samples collected on mars indicate,what is the lecture mainly about,0.0
what does the professor imply about the spread of agriculture 8000 years ago,what is the lecture mainly about,1.5
why does the man think a student job in the library is available,"not long ago , the sahara had a different climate , what evidence does the professor mention to support this",0.0
"according to the professor, what was one goal of the designers of renaissance gardens","not long ago , the sahara had a different climate , what evidence does the professor mention to support this",0.0
"in the lecture , what do the ice age and the creation of the sahara desert both illustrate about past climate changes",what are the speakers mainly discussing,1.5
"in the lecture , what do the ice age and the creation of the sahara desert both illustrate about past climate changes",what point does the professor make when he mentions a ship's path,0.0
what started the runway effect that led to the sahara area of north africa becoming a desert,what does the professor explain to one of the students about the term radiation,1.0
what started the runway effect that led to the sahara area of north africa becoming a desert,"why does the professor mention the louisville , kentucky pedestrian mall",0.0
"the professor mentions a theory that people migrating from the sahara were important to the development of the egyptian civilization , which sentence best describes the professor's attitude toward this theory",why does the man need the woman's assistance,0.0
"the professor mentions a theory that people migrating from the sahara were important to the development of the egyptian civilization , which sentence best describes the professor's attitude toward this theory","according to the professor , what characteristic of birth bark made it useful to native americans",0.0
why does the man go to see the professor,what does the professor emphasize as one benefit of competition in women's classes,1.5
why does the man go to see the professor,what does the professor explain to one of the students about the term radiation,1.5
what point does the professor make about julian when he mentions that julian's art school offered some classes only for women,how did the man learn about dean adams'sretirement,0.0
how did the man learn about dean adams'sretirement,what important point does the professor make about the area where the rocks are found,0.0
what does the professor want the student to do next,why does the professor refuse the man's offer to help with a party,1.5
"according to the professor, what interior features of the house irwin designed were especially beneficial",why does the professor refuse the man's offer to help with a party,0.0
what is the main purpose of the lecture,why does the professor talk about speciation,1.5
what is the professor's point when she talks about a soup shop,why does the professor talk about speciation,0.0
what is the main goal of the study that the professor's colleague is conducting,why does the student come to the library,0.0
what is the conversation mainly about,why does the student come to the library,1.0
why does the librarian point out the history section to the student,how might fertilizer runoff affect cot starfish population,0.0
why does the librarian point out the history section to the student,what characteristic of element 43 might explain why the scientific community doubted the findings of ida tacke's team,0.0
what does the student imply about the interlibrary loan service at his last school,why does the professor mention a bottle,0.0
what does the student imply about the interlibrary loan service at his last school,what does the professor imply happened as a result of the romantic movement's spreading to norway,1.5
what does the student need to do before he can use any rare books,why should the student contact the education department secretary,1.5
what does the student need to do before he can use any rare books,what does the professor imply about compression and extension,0.0
what is the professor's point when she talks about a soup shop,what does the professor imply about the obligatory scene and the denouncement,0.0
what does the professor imply about the obligatory scene and the denouncement,what does the professor imply when he mentions an art historian,0.5
why did the ancient greeks hold the geocentric view of the universe,what is the lecture mainly about,0.0
what is the lecture mainly about,what is the main purpose of the lecture,5.0
"according to the professor , why did some playwrights write the end of a play before the beginning",why does the professor mention nonnative species,0.0
what assumption did researchers use to draw conclusions about the colorado river basin,"according to the professor , why did some playwrights write the end of a play before the beginning",0.0
what does the professor imply about bashkirtseff's painting in the studio,why does the professor mention a conversation between two servants,1.5
what is the lecture mainly about,why does the professor mention a conversation between two servants,1.5
how does the professor introduce bode's law,"according to the professor , what dramatic elements are typically included in a well made play to help move the plot forward",0.0
what does the professor say about the political climate during the time troubadours were writing poetry,"according to the professor , what dramatic elements are typically included in a well made play to help move the plot forward",1.0
what is the lecture mainly about,why does the professor mention a study with a word list,1.5
what is the lecture mainly about,what can be inferred from the fact that lechuguilla cave is no longer forming,1.0
why does the professor decide not to add more information to the diagram on the board,"the professor mentions the practice of trading promissory note in the netherlands in the 1630s , what does this practice explain",1.0
why does the professor decide not to add more information to the diagram on the board,what does the student imply about professor leonard,1.5
"according to the professor , what are two ways in which a moth might react when it detects the presence of a bat",why does the student think that companies'srepresentatives would not be interested in talking to him,0.0
"according to the professor , what are two ways in which a moth might react when it detects the presence of a bat",what is the main topic of the lecture,1.5
what surprising information did a recent experiment reveal about lesser spear nosed bats,when does the professor mention his daughter,0.0
what differences between aspen trees and ash trees does the professor point out,what surprising information did a recent experiment reveal about lesser spear nosed bats,0.0
what excites the professor about the field of archaeology,"according to the professor , why does a pine tree produce a smooth echo",1.0
why was the student permitted to sign up for professor's film theory course,"according to the professor , why does a pine tree produce a smooth echo",0.0
what factors led to the disappearance of trees in the copper basin,what is the lecture mainly about,1.0
why does the student mention a child playing with a toy car,what is the lecture mainly about,0.0
what is the lecture mainly about,"according to the professor , what characteristic of birth bark made it useful to native americans",1.5
"compared to other paleolithic art , what is unusual about the animals painted at chauvet","according to the professor , what characteristic of birth bark made it useful to native americans",0.5
why does the professor mention the population density of blackcaps in two different habitats,"according to the professor , why was the canoe important to some native american groups",0.0
what evidence does the professor cite to illustrate cecilia beaux's reputation as an artist,"according to the professor , why was the canoe important to some native american groups",0.0
why does the professor mention french traders who arrived in the iroquois region,why does the professor describe how a piano works,1.0
why does the professor mention french traders who arrived in the iroquois region,what is the lecture mainly about,1.0
what is the lecture mainly about,what two examples does the professor mention to describe the octopus'sability to change its shape,1.5
what is the lecture mainly about,"according to the professor , why did some playwrights write the end of a play before the beginning",1.5
what factors are involved in the amount of deformation a glacier undergoes,"according to the professor , what does the discovery of ambulocetus mean to researchers",0.0
what factors are involved in the amount of deformation a glacier undergoes,why does the professor mention a mountain road,0.0
what does the professor say about the speed of glaciers,"according to the professor , where does the term bug used for computer problems come from",0.0
what does the student imply about the interlibrary loan service at his last school,what does the professor say about the speed of glaciers,0.0
what does the student imply about professor leonard,what does the professor imply about compression and extension,1.5
what does the professor imply about compression and extension,what is the cause of the man's problem,1.0
why does the man go to see the registrar,what is the woman trying to explain when she mentions students who have lost their borrowing privileges,1.0
what does the professor mainly discuss,why does the man go to see the registrar,1.0
what is the conversation mainly about,"according to the registrar , what step is currently taken to ensure that students fulfill their graduation requirements",1.5
what is the lecture mainly about,"according to the registrar , what step is currently taken to ensure that students fulfill their graduation requirements",1.5
what did the technique using zenith stars have in common with the technique using star pairs,why does the man mention his classmates,0.0
what is the lecture mainly about,why does the man mention his classmates,1.5
why does the registrar tell the man to contact his chairperson immediately,what is professor's opinion of lavie's work,0.5
why does the registrar tell the man to contact his chairperson immediately,what evidence suggests that whale are descendants of the hippopotamus,0.0
what does the woman imply about the small print on the career fair posters and flyers,what is the conversation mainly about,1.0
what is the conversation mainly about,what does the professor compare to a housefly laying many eggs,0.0
what does the professor imply about the upcoming test,why does the student come to the library,1.0
"according to the professor , how did loutherbourg create a feeling of greater depth on the stage",what does the professor imply about the upcoming test,0.0
what does the professor imply about public libraries,"according to the professor , what aspect of public relations tends to surprise students",1.5
why does the professor mention the size of the nightcap oak population over the last few hundred years,what does the professor imply about public libraries,0.0
"according to the professor , why did some blackcaps choose a secondary habitat",what happened at the payroll department,0.0
what does the professor say about the cutting down of large trees,"according to the professor , why did some blackcaps choose a secondary habitat",1.5
"in the beginning of the lecture a student asks a question about the periodic table , how does the story of element 43 answer her question",what is the main purpose of the lecture,1.5
why does the professor talk about computers,what is the main purpose of the lecture,2.5
what do the speakers say about peter brook's production of a midsummer night's dream,what element of the lover's habitat in california was threatened,0.0
"according to the professor , why does aristotle think that fame cannot provide true happiness",what element of the lover's habitat in california was threatened,0.0
"according to the professor , what led to the popularity of solar energy in the 1970's",what does the professor illustrate with the example of the blue warbler,1.0
what are two points the professor makes about parchment,what does the professor illustrate with the example of the blue warbler,1.0
why does the professor mention the population density of blackcaps in two different habitats,what is the main topic of the talk,2.5
why does the professor mention the population density of blackcaps in two different habitats,why does the man mention his classmates,1.5
what is the lecture mainly about,what is the lecture mainly about,5.0
what is the lecture mainly about,why does the woman go to see her professor,1.5
what point does the professor make about julian when he mentions that julian's art school offered some classes only for women,what was originally located on the site of the lecture hall,0.0
what is the conversation mainly about,what point does the professor make about julian when he mentions that julian's art school offered some classes only for women,1.5
"in the lecture , what do the ice age and the creation of the sahara desert both illustrate about past climate changes",what does the professor emphasize as one benefit of competition in women's classes,0.0
what does the professor emphasize as one benefit of competition in women's classes,what is the main purpose of the lecture,1.5
what does the woman say is a good way for the student to prepare for speaking to companies'srepresentatives,"according to the professor , what were two ways that the situation of women artists had changed by then end of the nineteenth century in paris",1.0
"according to the professor , why does a pine tree produce a smooth echo","according to the professor , what were two ways that the situation of women artists had changed by then end of the nineteenth century in paris",0.0
what does the professor imply about bashkirtseff's painting in the studio,what example does the professor give of a meme's longevity,0.0
"according to the professor, what can scientists learn by examining ancient phytoliths",what does the professor imply about bashkirtseff's painting in the studio,1.0
"according to the professor , why did some playwrights write the end of a play before the beginning",what is the lecture mainly about,1.0
what does the man imply about his job as a waiter,what is the lecture mainly about,1.5
what two requirements did the student have to meet in order to get the internship,"according to the professor , what was an advantage of using clear glass instead of quartz to make reading stones",1.0
what is the main purpose of the lecture,"according to the professor , what was an advantage of using clear glass instead of quartz to make reading stones",1.5
what does the professor imply about the invention of eyeglass,"according to the professor , why did some playwrights write the end of a play before the beginning",0.0
what does the professor imply about the invention of eyeglass,what is the lecture mainly about,1.0
which sentence best describe eyeglasses before the invention of the printing press,what is the class mainly discussing,0.0
which sentence best describe eyeglasses before the invention of the printing press,what does the professor imply about crocodiles,0.0
"in the beginning of the lecture a student asks a question about the periodic table , how does the story of element 43 answer her question",what can be inferred from the results of the study in which monkeys did not receive immediate feedback,0.5
what does the woman say about her experience seeing a performance of happy strangers when she was younger,"in the beginning of the lecture a student asks a question about the periodic table , how does the story of element 43 answer her question",0.0
what does the professor say about early versions of the periodic table,"according to the professor , why did some playwrights write the end of a play before the beginning",1.0
what does the professor say about early versions of the periodic table,why are painleve's films typical of the films of the 1920s and 1930s,0.0
what will the student probably need to do to get paid,what fact inspired researchers to give the name technetium to element 43,0.0
what does the woman say about her experience seeing a performance of happy strangers when she was younger,what fact inspired researchers to give the name technetium to element 43,0.0
why does the professor interrupt the student when he first mentions european settlement in north america,what characteristic of element 43 might explain why the scientific community doubted the findings of ida tacke's team,0.0
what characteristic of element 43 might explain why the scientific community doubted the findings of ida tacke's team,what is the main purpose of the lecture,1.0
what are three of the conditions of water near hydrothermal vents that made researchers think they would not find living organisms there,what does the professor believe about the claim that ida tacke's team made about element 43,0.0
why does the student mention a child playing with a toy car,what does the professor believe about the claim that ida tacke's team made about element 43,0.0
what is the function of the spongy tissue in the bones of a female bird,why does the woman go to see the professor,0.0
what does the professor imply about the man's outline,why does the woman go to see the professor,1.3
why does the professor mention his previous jobs,what activity does the man want to be able to do at dinnertime,0.0
why does the professor mention his previous jobs,why does the professor congratulate the student,1.5
"the woman mentions a research study of milk packaging , what was the finding of the study",why does the professor mention hero of alexandria,0.0
"the woman mentions a research study of milk packaging , what was the finding of the study",what did calcite deposits from devils hole reveal,0.5
what does the professor imply about the dairy in chelsea,what do the speakers say about peter brook's production of a midsummer night's dream,0.0
"according to the student, how is his internship different from the internships the other students have",what does the professor imply about the dairy in chelsea,0.0
