,Unnamed: 0,sample1,sample2,score
709,1339,"['to help the man understand game theory', 'to describe how biologists analyse data about adaptation', 'to suggest a way for the man to find information about game theory', ""to explain the format required for the man's term paper""]","['to compare active habitat selection with passive habitat selection', 'to show that most habitat preferences in animals are learned', 'to compare the habitat requirements of several bird species', 'to examine the consequences of habitat selection by animals']",0
710,1340,"['it influenced subsequent productions', 'it was performed only a few times', 'written accounts of it are difficult to find', 'film versions of it probably do not exist']","['the availability of food', 'the availability of water', 'the safety of nests from human activity', 'the protection of nests from predatory birds']",0
711,1341,"['fame cannot be obtained without help from other people', 'fame cannot be obtained by all people', 'fame does not last forever', 'people cannot share their fame with other people']","['the availability of food', 'the availability of water', 'the safety of nests from human activity', 'the protection of nests from predatory birds']",0
712,1342,"['new solar energy technologies', 'advertising campaigns by solar energy companies', 'an increase in the price of oil and natural gas', ""the depletion of earth's reserves of oil and natural gas""]","['the relationship between human activity and habitat loss', 'the relationship between habitat and reproductive success', 'the advantages of habitats with low vegetation density', 'the reproductive advantage that young warblers have over older warblers']",0
713,1343,"['it is more long lasting than paper', 'it was inexpensive to produce during the middle ages', 'it was the material archimedes used for his writings', 'its use for books decreased after the 1400s']","['the relationship between human activity and habitat loss', 'the relationship between habitat and reproductive success', 'the advantages of habitats with low vegetation density', 'the reproductive advantage that young warblers have over older warblers']",0
714,1344,"['to explain the similar reproductive rates in the two habitats', ""to explain the relation between a species'spopulation density and its nesting behavior"", 'to illustrate the advantages of a preferred habitat over a secondary habitat', 'to illustrate the possible impact of making a poor habitat selection']","['how to analyze various types of advertising', 'how to develop products that people will like', 'how to use advertising successfully', 'how to satisfy customer demands']",0
715,1345,"['to explain the similar reproductive rates in the two habitats', ""to explain the relation between a species'spopulation density and its nesting behavior"", 'to illustrate the advantages of a preferred habitat over a secondary habitat', 'to illustrate the possible impact of making a poor habitat selection']","['to explain how he obtained information about field research', 'to point out that many students like to do field research', 'to show that it is difficult to get intermediate level credits', 'to emphasize his motivation to do filed research in two of his courses']",1.3
716,1346,"['why the salon exhibitions became popular among women artists in paris', 'why french society did not approve of art schools or women', 'how opportunities for women artists in paris improved', 'how women artists in paris cooperated with one another']","['the environmental effects of heap roasting', 'the reforestation efforts in the copper basin', 'the process of mining and producing copper', 'damages caused during an attempt to clean up industrial waste']",0
717,1347,"['why the salon exhibitions became popular among women artists in paris', 'why french society did not approve of art schools or women', 'how opportunities for women artists in paris improved', 'how women artists in paris cooperated with one another']","['to tell him about an athletic achievement', 'to find out the best approach to studying for a test', 'to ask a question about a laboratory project', 'to discuss her performance on a biology exam']",0
718,1348,"[""julian's school was the first art school in paris to offer women only classes"", 'julian wanted to encourage the distinctive style of women in paris', 'julian viewed himself as a social reformer', 'julian possessed outstanding business skills']","['a farmhouse', 'a pottery factory', 'a clothing store', 'a bottle manufacturing plant']",0
719,1349,"['preparing for a test', 'a strategy for attracting customers', 'business opportunities in the field of health', 'differences between two business models']","[""julian's school was the first art school in paris to offer women only classes"", 'julian wanted to encourage the distinctive style of women in paris', 'julian viewed himself as a social reformer', 'julian possessed outstanding business skills']",0
720,1350,"['that some climate changes benefitted the development of civilization', 'that some climate changes were not caused by human activity', 'that some climate change were caused by a decrease of moisture in the atmosphere', ""that some climate changes were caused by changes in earth's motion and position""]","['women gained more confidence in their artistic abilities', 'women became instructors in private art studios', 'women were able to sell their paintings for large amounts of money', 'women created new styles of painting']",0
721,1351,"['women gained more confidence in their artistic abilities', 'women became instructors in private art studios', 'women were able to sell their paintings for large amounts of money', 'women created new styles of painting']","['to explain the various ways that sulfuric acid is involved in the formation of caves', 'to describe caves and other geologic formations in national parks', 'to use lechuguilla cave as an example of how most caves form', 'to discuss the formation and characteristics of an unusual type of cave']",0
722,1352,"['take some business classes', 'familiarize himself with certain businesses beforehand', 'have questions ready to ask the representatives', 'talk to people who work for accounting films']","['women and men took art classes together', 'women artists played a greater role in the salon exhibitions', 'more schools were established by women artists', 'fewer women artists were traveling to paris']",0
723,1353,"['because it has a smooth trunk', 'because it has large branches spaced at regular intervals', 'because it has many small , densely packed needles', 'because it remains stationary in all types of weather']","['women and men took art classes together', 'women artists played a greater role in the salon exhibitions', 'more schools were established by women artists', 'fewer women artists were traveling to paris']",0
724,1354,"[""it was one of many paintings that depicted a women's studio"", 'it did not bring bashkirtseff recognition for her artistic ability', 'it was criticized for an unrealistic depiction of women artists', 'it was beneficial for both bashkirtseff and the school where she studied']","['a story has been changing since it first appeared in the 1930s', 'a person remembers a story for many years', 'a gene is passed on through many generations without changing', 'a song quickly becomes popular all over the world']",0
725,1355,"['the nutrients a plant took in', 'the age of a certain sediment layer', 'what a plant was used for', 'what type of plant produced them']","[""it was one of many paintings that depicted a women's studio"", 'it did not bring bashkirtseff recognition for her artistic ability', 'it was criticized for an unrealistic depiction of women artists', 'it was beneficial for both bashkirtseff and the school where she studied']",0
726,1356,"['to produce multiple scripts as quickly as possible', 'to prevent the audience from using logic to guess the endings', 'to avoid writing endings similar to those of other plays', 'to ensure that the plot would develop in a logical manner']","['political events that led to the invention of eyeglasses', 'a comparison of attitudes toward vision correction in europe and china', 'the relationship between the printing press and literacy', 'an overview of vision correction over time']",0
727,1357,"['it allows him to get to know the professor better', 'it is his first job at the university', 'it does not pay as much as other jobs', 'it interferes with his studies']","['political events that led to the invention of eyeglasses', 'a comparison of attitudes toward vision correction in europe and china', 'the relationship between the printing press and literacy', 'an overview of vision correction over time']",0
728,1358,"['he had to have volunteered previously at the aquarium', 'he had to be certified in scuba diving', 'he had to be a senior oceanography student', 'he had to have experience collecting oceanographic data']","['clear glass was easier to find than quartz', 'clear glass was easier to cut to the appropriate size', 'clear glass magnified the letters more than quartz did', 'clear glass was less expensive than quartz']",0
729,1359,"[""to point out similarities n emerson's essays and poems"", 'to prepare the students to read an essay by emerson', ""to compare emerson's concept of universal truth to that of other authors"", ""to show the influence of early united states society on emerson's writing""]","['clear glass was easier to find than quartz', 'clear glass was easier to cut to the appropriate size', 'clear glass magnified the letters more than quartz did', 'clear glass was less expensive than quartz']",0
730,1360,"['its historical records are more detailed than those of other inventions', 'it has little impact on social attitudes toward vision correction', 'its occurrence in different places at approximately the same time is out unusual', 'it contributed to a substantial increase in the number of literate people']","['to produce multiple scripts as quickly as possible', 'to prevent the audience from using logic to guess the endings', 'to avoid writing endings similar to those of other plays', 'to ensure that the plot would develop in a logical manner']",0
731,1361,"['its historical records are more detailed than those of other inventions', 'it has little impact on social attitudes toward vision correction', 'its occurrence in different places at approximately the same time is out unusual', 'it contributed to a substantial increase in the number of literate people']","['an example of rapid climate change', 'a comparison of two mechanisms of climate change', 'the weather conditions in the present day sahara', 'recent geological findings made in the sahara']",0
732,1362,"['they were available to everyone', 'they were a symbol of wealth and wisdom', 'they could not correct vision accurately', 'they could be bought only from traveling peddlers']","['how beavers select the ecosystem where they live', 'how ecosystem differ form on another', 'the impact of human activities on an ecosystem', 'the role of one species in an ecosystem']",0
733,1363,"['they were available to everyone', 'they were a symbol of wealth and wisdom', 'they could not correct vision accurately', 'they could be bought only from traveling peddlers']","['they provide fewer clues about dinosaur nesting behavior than birds do', 'they share many behavioral characteristic with birds like the ostrich and kiwi', 'they have larger clutch volumes than most dinosaurs had', 'the female and the male work together to guard their nest']",0
734,1364,"['by providing an example of an element whose place in the periodic table was moved', 'by providing an example of an element whose existence was predictable from the periodic table', 'by providing an example of an element which scientists predicted was formed from uranium', 'by providing an example of an element that can only be made artificially']","['the researchers based the study on an incorrect hypothesis', 'monkeys respond best to negative reinforcement', 'monkeys become confused when they do not receive rewards', 'monkeys probably have some degree of metacognitive ability']",0
735,1365,"['it was the first play she had seen performed professionally', 'she saw it against the wishes of her parents', 'she was surprised at how traditional the performance was', 'she had a variety of emotional reactions to the play']","['by providing an example of an element whose place in the periodic table was moved', 'by providing an example of an element whose existence was predictable from the periodic table', 'by providing an example of an element which scientists predicted was formed from uranium', 'by providing an example of an element that can only be made artificially']",0
736,1366,"['early versions listed two names for some elements', 'early versions had the incorrect atomic number for some elements', 'early versions were not as easy to use as modern version', 'early versions did not list an element for every atomic number']","['to produce multiple scripts as quickly as possible', 'to prevent the audience from using logic to guess the endings', 'to avoid writing endings similar to those of other plays', 'to ensure that the plot would develop in a logical manner']",0
737,1367,"['early versions listed two names for some elements', 'early versions had the incorrect atomic number for some elements', 'early versions were not as easy to use as modern version', 'early versions did not list an element for every atomic number']","['they do not have sound', 'they are filmed underwater', 'they are easy to understand', 'they difficult to categorize']",0
738,1368,"['talk to the person who hired him', 'go to the payroll department', 'call the director of the payroll department', 'resubmit the payroll paperwork']","['the element was radioactive', 'the element was derived from uranium', 'the element was create artificially', 'the element was found using x ray spectroscopy']",0
739,1369,"['it was the first play she had seen performed professionally', 'she saw it against the wishes of her parents', 'she was surprised at how traditional the performance was', 'she had a variety of emotional reactions to the play']","['the element was radioactive', 'the element was derived from uranium', 'the element was create artificially', 'the element was found using x ray spectroscopy']",0
740,1370,"['she had already mentioned that point', 'she thinks the information he gave is unrelated to the topic', 'she prefers to present the information in the lecture in a specific order', 'she questions the accuracy of his point']","['element 43 has a very fast rate of decay', 'element 43 always contains small amount of other elements', 'element 43 cannot be created artificially', ""element 43's radioactivity makes it easy to isolate and measure""]",0
741,1371,"['element 43 has a very fast rate of decay', 'element 43 always contains small amount of other elements', 'element 43 cannot be created artificially', ""element 43's radioactivity makes it easy to isolate and measure""]","['to explore the use of spices in conking in the middle ages', 'to explain the significance of spices for medieval society', 'to describe how the spice trade evolved in medieval europe', 'to examine changes in the role that spices played in the middle ages']",0
742,1372,"['extreme heat', 'extreme pressure', 'fast currents', 'lack of minerals']","['scientists should have accepted the claim when it was first published', 'there is not enough evidence to know if the team actually discovered element 43', ""the team's unusual scientific methods were unreliable"", ""if the team's ore sample had contained element 43 , the team would have been able to isolate a weighable amount""]",0
743,1373,"[""to identify a behavior that would show a child's imagination developing"", 'to identify a behavior that might illustrate egocentric thinking', 'to give an example of a behavior he has observed', 'to give an example of a behavior he would not need to describe']","['scientists should have accepted the claim when it was first published', 'there is not enough evidence to know if the team actually discovered element 43', ""the team's unusual scientific methods were unreliable"", ""if the team's ore sample had contained element 43 , the team would have been able to isolate a weighable amount""]",0
744,1374,"['in makes the bird more comfortable while sitting on her eggs for long periods of time', 'in enables female birds to lay more eggs', ""it strengthens the bird's bones just before she lays her eggs"", 'it serves as a source of calcium for eggshells']","['to get advice on the topic of a term paper', 'to discuss different types of food packaging', 'to find out if the university will offer courses in food packaging', 'to ask about jobs in the food industry']",0
745,1375,"['it has revealed that he should limit the focus of his paper', 'it does not provide enough information for him to write the paper', 'it will help him write clearly about a complex topic', 'it overstates the connection between sociology and marketing']","['to get advice on the topic of a term paper', 'to discuss different types of food packaging', 'to find out if the university will offer courses in food packaging', 'to ask about jobs in the food industry']",0.5
746,1376,"['to explain why the woman should study physics , math , and chemistry', 'to recommend that the woman get a summer job on a fishing boat', 'to point out that industry jobs can lead to a teaching career', 'to confirm an assumption the woman made about finding a job']","['prepare for his morning music classes', 'rehearse with a school music group', 'play jazz for the faculty in the dining hall', 'eat with classmates from his music class']",0
747,1377,"['to explain why the woman should study physics , math , and chemistry', 'to recommend that the woman get a summer job on a fishing boat', 'to point out that industry jobs can lead to a teaching career', 'to confirm an assumption the woman made about finding a job']","['he received the highest grade on a recent test', 'he recently won an award', 'he was accepted into a history program in france', 'he wrote an essay that was published in a magazine']",0
748,1378,"['plastic containers may change the flavor of milk', 'light may negatively affect the quality of milk', 'people prefer to buy milk in see through containers', 'opaque containers are effective in protecting milk from bacteria']","['to explain the relationship between ancient greek gardens and ancient roman gardens', 'to explain how ancient roman gardens came to be influenced by egyptian culture', 'to point out that garden designers were highly respected members of roman society', 'to indicate the origin of some of the features of renaissance gardens']",0
749,1379,"['plastic containers may change the flavor of milk', 'light may negatively affect the quality of milk', 'people prefer to buy milk in see through containers', 'opaque containers are effective in protecting milk from bacteria']","['inaccurate information about long term climate changes', ""evidence that contradicted milankovitch's hypothesis"", 'evidence that climate changes occur only locally', ""variations in earth's orbit that had little impact on climate""]",0
750,1380,"['it has plans to start bottling milk in opaque containers', 'some of its employees attended the university', 'employees there might be able to provide useful information', 'he worked there before joining the university faculty']","['it influenced subsequent productions', 'it was performed only a few times', 'written accounts of it are difficult to find', 'film versions of it probably do not exist']",0
751,1381,"['he will be doing research in the open ocean', 'he will be teaching visitors about the displays at the aquarium', 'he will be writing a report about the regional center for marine research', 'he will be spending more time in the classroom']","['it has plans to start bottling milk in opaque containers', 'some of its employees attended the university', 'employees there might be able to provide useful information', 'he worked there before joining the university faculty']",0.5
752,1382,"['she often has trouble understanding what other students are saying', 'she is trying to change the way she speaks', 'she is aware that her own dialect differs from those of her roommates', 'she spent her childhood various places where different dialects are spoken']","['a book that the man is trying to find in the library', 'a book that the man already returned to the library', 'a book that the man is using to write his senior thesis', 'a book that the man lent to his sociology professor']",0
753,1383,"[""to demonstrate the authenticity of loutherbourg's sound effects"", 'to provide context in a discussion about lighting effects', 'to mention one of the problems the eidophusikon faced', 'to explain how loutherbourg got an idea for a theater set']","['a book that the man is trying to find in the library', 'a book that the man already returned to the library', 'a book that the man is using to write his senior thesis', 'a book that the man lent to his sociology professor']",0
754,1384,"['how completely they describe the factual details of historical events', 'how successfully they defend their own opinions', 'how carefully they analyze ideas discussed in class', 'how much information from the textbook they include']","['let the man know when a book he needs is returned to the library', 'photocopy a chapter of a book for him', 'ask a professor to return a book the man needs', 'find a copy of a book for him at another library']",0
755,1385,"['the information in the small print was incomplete', 'the print was similar than she expected it to be', 'the information the small print contains will be updated', 'the information in the small print will be presented in a more noticeable way']","['let the man know when a book he needs is returned to the library', 'photocopy a chapter of a book for him', 'ask a professor to return a book the man needs', 'find a copy of a book for him at another library']",0
756,1386,"['methods for finding appropriate sources for a project', 'reasons the woman is having difficulties with a project', 'criteria the professor uses to evaluate group projects', 'ways to develop the skills needed to work in groups']","['why the man should not photocopy part of the book', ""the reasons for one of the library's policies"", 'what will happen if the man does not return the book', 'the reason the man has to fill out a form']",1.3
757,1387,"['why the man should not photocopy part of the book', ""the reasons for one of the library's policies"", 'what will happen if the man does not return the book', 'the reason the man has to fill out a form']","['the work they do is mainly creative', 'they enjoy the challenge of identifying problems to fix', 'their work is easier than the work of software testers', 'they are not always able to detect software problems']",0
758,1388,"['it provides the strongest type of dating evidence', 'it is more useful for some types of art than others', 'use of the practice has improved over the last century', 'some analysts make questionable assumption when using it']","['annoyed that he has to pay a fine on the book', 'upset that he will lose his library privileges', 'glad that he can keep the book for two more weeks', 'appreciative that the woman is helping him']",0
759,1389,"['two competing theories of business management', 'tools that business managers can use to improve the efficiency of their employees', 'a method for business to learn about the needs of their customers', 'a way that business managers can better relate to their employees']","['annoyed that he has to pay a fine on the book', 'upset that he will lose his library privileges', 'glad that he can keep the book for two more weeks', 'appreciative that the woman is helping him']",0
760,1390,"['they allow plants to remain cool in direct sunlight', 'they reduce the possibility of plants being uprooted during storms', 'they help plants in dense soil process oxygen', 'they reduce the concentration of salt in the surrounding seawater']","['it was identical to the drury lane theatre', 'it did not make use of actors', 'it used paintings made by gainsborough', 'it had a small stage']",0
761,1391,"['plastic containers may change the flavor of milk', 'light may negatively affect the quality of milk', 'people prefer to buy milk in see through containers', 'opaque containers are effective in protecting milk from bacteria']","['it was identical to the drury lane theatre', 'it did not make use of actors', 'it used paintings made by gainsborough', 'it had a small stage']",0
762,1392,"[""to demonstrate the authenticity of loutherbourg's sound effects"", 'to provide context in a discussion about lighting effects', 'to mention one of the problems the eidophusikon faced', 'to explain how loutherbourg got an idea for a theater set']","['a law of gravitation', 'an estimate of the distance between mars and jupiter', 'a prediction of how many asteroids there are', 'a pattern in spacing of the planet']",0
763,1393,"[""to demonstrate the authenticity of loutherbourg's sound effects"", 'to provide context in a discussion about lighting effects', 'to mention one of the problems the eidophusikon faced', 'to explain how loutherbourg got an idea for a theater set']","['fishing', 'building dams on rivers', 'polluting the oceans', 'marking and using fertilizer']",0
764,1394,"['the history of set design in english theater', ""a french painter's innovations in set design"", 'a kind of play popular in eighteenth century english theater', 'a leading playwright of the eighteenth century']","['people depended on their neighbors for their own survival', 'people living in rural areas often had moved there from cities', 'people had to live very close to their neighbors', 'people had limited access to information from outside their community']",0
765,1395,"['the history of set design in english theater', ""a french painter's innovations in set design"", 'a kind of play popular in eighteenth century english theater', 'a leading playwright of the eighteenth century']","['longer telomeres allow the cell to divide more times', 'longer telomeres contain more genetic information', 'shorter telomeres are wound into tighter coils', 'shorter telomeres are less likely to break']",0
766,1396,"['he enlarged the stage area', 'he used mainly dark colors in the painted backgrounds', 'he carefully spaced separate pieces of scenery', 'he used three dimensional objects in his sets']","['to find out how often the club meets', 'to inform her that the date of the next meeting has changed', 'to complain that not enough people are reading their poems', 'to encourage her to attend']",0
767,1397,"['the prevailing winds became stronger', 'the seasonal rains moved to a different area', 'the vegetation started to die off in large areas', 'the soil lost its ability to retain rainwater']","['he enlarged the stage area', 'he used mainly dark colors in the painted backgrounds', 'he carefully spaced separate pieces of scenery', 'he used three dimensional objects in his sets']",0
768,1398,"['help him collect more data in other areas of the state', 'submit his research findings for publication', ""give him the doctor's telephone number"", 'review the first version of his report']","[""they did not accept loutherbourg's set designs at first"", 'they were accustomed to sitting in dark theaters', 'most of them attended the theater mainly to see popular actors', 'some of them used the theater as a substitute for travel']",0
769,1399,"[""they did not accept loutherbourg's set designs at first"", 'they were accustomed to sitting in dark theaters', 'most of them attended the theater mainly to see popular actors', 'some of them used the theater as a substitute for travel']","['a law of gravitation', 'an estimate of the distance between mars and jupiter', 'a prediction of how many asteroids there are', 'a pattern in spacing of the planet']",0
770,1400,"[""he thinks english landscape painters were unfair in their criticism of loutherbourg's work"", ""he thinks loutherbourg's relationship with english landscape painters was less important than most experts think"", 'he thinks loutherbourg and the english landscape painters probably influenced each other', ""he thinks english landscape painters helped loutherbourg's work gain in popularity""]","['the news editor thinks that the topic is not suitable for a new reporter', ""the news editor was impressed be the student's outline about the topic"", 'there is not enough information to write an article about the topic', 'the topic has already been assigned to another reporter']",0
771,1401,"[""he thinks english landscape painters were unfair in their criticism of loutherbourg's work"", ""he thinks loutherbourg's relationship with english landscape painters was less important than most experts think"", 'he thinks loutherbourg and the english landscape painters probably influenced each other', ""he thinks english landscape painters helped loutherbourg's work gain in popularity""]","['he thinks it may help him provide his research skills', ""he thinks it will enable him to get a better grade in the professor's class"", 'he thinks it may help him get into graduate school', 'he thinks it will be good teaching practice for him']",0
772,1402,"['factors involved in the increased growth of shrubs in arctic alaska', 'how temperature increases might be affecting the permafrost in arctic alaska', 'why nutrient production of microbes in the soil in arctic alaska is declining', 'reasons that grasslands are turning into tundra in arctic alaska']","['he did not allow enough time to find the location of his orientation sessions', 'he did not receive the orientation materials on time', 'he is not using the most up to date map', 'he made a mistake reading his map']",0
773,1403,"['factors involved in the increased growth of shrubs in arctic alaska', 'how temperature increases might be affecting the permafrost in arctic alaska', 'why nutrient production of microbes in the soil in arctic alaska is declining', 'reasons that grasslands are turning into tundra in arctic alaska']","['whether it was originally part of a larger meteoroid', 'whether it originated in the inner or outer solar system', 'what proportion of iron and stone it contains', ""how large it is when it enters the earth's atmosphere""]",0
774,1404,"['they provide fewer clues about dinosaur nesting behavior than birds do', 'they share many behavioral characteristic with birds like the ostrich and kiwi', 'they have larger clutch volumes than most dinosaurs had', 'the female and the male work together to guard their nest']","['they have roots that can penetrate permafrost', 'their height allows them to absorb more sunlight', 'they absorb nutrients from the soil efficiently', 'they have a shallow root system']",0
775,1405,"['they supplied an additional food source for gypsy moths', 'they introduced gypsy moths to areas where there had been none', 'they cleared oak trees from some areas where both animal species lived', 'they manipulated the numbers of mice and acorns in some areas']","['they have roots that can penetrate permafrost', 'their height allows them to absorb more sunlight', 'they absorb nutrients from the soil efficiently', 'they have a shallow root system']",0
776,1406,"['scientists should have accepted the claim when it was first published', 'there is not enough evidence to know if the team actually discovered element 43', ""the team's unusual scientific methods were unreliable"", ""if the team's ore sample had contained element 43 , the team would have been able to isolate a weighable amount""]","['decreases in grass and most growth have altered the balance of nutrients in the soil', 'increases in ground temperature have led to increased microbial activity', 'increases in average winter temperatures have permafrost permeable to water', 'increases in snowfall have provided more water for shrubs']",0
777,1407,"['get ingredients ready for a meal', 'clean kitchen equipment for the cooks', 'prepare the weekly menu for the dining hall', 'coordinate schedules for student workers']","['decreases in grass and most growth have altered the balance of nutrients in the soil', 'increases in ground temperature have led to increased microbial activity', 'increases in average winter temperatures have permafrost permeable to water', 'increases in snowfall have provided more water for shrubs']",0
778,1408,"['the roots of shrubs prevent nutrient filled soil from being washed away', 'most nutrients are not in the area of the soil most affected by runoff', 'most nutrients remain frozen in the permafrost when spring runoff is at its peak', 'most nutrients have been absorbed by vegetation before the runoff period begins']","['a deadline has already passed', 'the man has a limited time to resolve his problem', 'the man first needs to find out if the chairperson will help him', 'issuing a new grade may take longer than expected']",0
779,1409,"['the roots of shrubs prevent nutrient filled soil from being washed away', 'most nutrients are not in the area of the soil most affected by runoff', 'most nutrients remain frozen in the permafrost when spring runoff is at its peak', 'most nutrients have been absorbed by vegetation before the runoff period begins']","['to discuss her application to graduate school', ""to discuss a possible internship at the school's library"", 'to encourage her to increase the scope of her research project', 'to suggest some changes to improve her research project']",0
780,1410,"['to suggest that new shrubland may not convert back to tundra', 'to explain ho9w shrubland can expand in warm climate', 'to cite a similarity between the types of shrubs in semiarid grassland and tundra environments', 'to explain how a biological loop can cause shrub expansion']","['to identify other artists who often painted women and children', ""to point out one of the influences on cecilia beaux's work"", 'to question the importance of impressionism in portraiture', ""to contrast their view of art with cecilia beax's vision""]",0
781,1411,"['to suggest that new shrubland may not convert back to tundra', 'to explain ho9w shrubland can expand in warm climate', 'to cite a similarity between the types of shrubs in semiarid grassland and tundra environments', 'to explain how a biological loop can cause shrub expansion']","['to hand in a late assignment', 'to find out about jobs in the department', ""to discuss dean adam's current research"", 'to volunteer to help organize an event']",0
782,1412,"['the level of water in the lakes was not sufficient for these animals', 'the bottoms of the lakes were too sandy for these animals to stand in', 'the location of the lakes made them too difficult of these animals to reach', 'the vegetation near the lakes did not attract these animals']","['the fact that public relations does not involve advertising', 'the high level of competition for jobs in the public relations field', 'the number of groups that public relations professionals reach out to', 'the amount of education needed to work in the public relations field']",0
783,1413,"['the level of water in the lakes was not sufficient for these animals', 'the bottoms of the lakes were too sandy for these animals to stand in', 'the location of the lakes made them too difficult of these animals to reach', 'the vegetation near the lakes did not attract these animals']","['it had an elongated skeletal structure', 'it strongly resembled a modern hippopotamus', 'it had an unusually kind and thin tail for a whale', 'it had limbs that could have been used for walking']",0
784,1414,"['to show how the exploration helped researchers to determine the composition of ocean water', 'to show how the exploration challenged an assumption about biological communities', 'to compare two competing theories concerning chemosynthesis', 'to compare the life cycle of underwater plants to the life cycle of underwater animals']","['the presence of predators', 'lack of appropriate food', 'lack of suitable water', 'extreme desert temperatures']",0
785,1415,"['he believes better methods for collecting data need to be developed', 'he does not believe water management will be a concern in the immediate future', 'he is optimistic that new data will lead to better planning', 'he is not certain all scientists understand the current condition of the colorado river']","['the presence of predators', 'lack of appropriate food', 'lack of suitable water', 'extreme desert temperatures']",0
786,1416,"['reasons that geologists study lake fossils in desert regions', 'a comparison of ancient and present day lakes in desert environments', 'geological evidence for the formation of ancient sand dunes', 'a hypothesis for how some ancient desert lakes formed']","['the amount of money she will need for her research', 'the amount of time she will need to complete her project', 'a summary of research already conducted on the topic', 'reasons why she chose that particular topic']",1
787,1417,"['the project split product was released to the market in a shorter amount of time', 'the project split product could be used in more types of computer systems', 'the project split product cost less money to develop', 'the project split product was of inferior quality']","['reasons that geologists study lake fossils in desert regions', 'a comparison of ancient and present day lakes in desert environments', 'geological evidence for the formation of ancient sand dunes', 'a hypothesis for how some ancient desert lakes formed']",0
788,1418,"['they have changed the way geologists study desert environments', 'they contradict findings about similar desert lakes', 'they explain the causes of monsoons in the desert', 'they need to be confirmed by additional studies']","['recent advances in technology used by astronomers', 'how radio astronomy has led to advances in communication technology', 'important discoveries made by radio astronomers', 'difficulties astronomers have in observing the universe']",0.5
789,1419,"['it does not damage the artworks', 'it provides a more accurate analysis than other methods do', 'it uses equipment that can be transferred to other locations', 'it can be used by individuals with little scientific training']","['they have changed the way geologists study desert environments', 'they contradict findings about similar desert lakes', 'they explain the causes of monsoons in the desert', 'they need to be confirmed by additional studies']",0
790,1420,"['whether the capacity of the brain to process irrelevant information varies from person to person', 'whether the brain perceives information that is irrelevant to the performance of a task', 'whether the brain deals with distractions by categorizing irrelevant information as low priority', 'whether the visual cortex is activated during the sensation of movement']","['the degree of slope of the sides of the dunes', 'the presence of clay and silt particles in the dunes', 'the position of the dunes relative to the wind and rain', 'the narrowness of the valleys between the dunes']",0
791,1421,"['to draw a contrast to her current situation', 'to acknowledge that she is accustomed to living in big cities', 'to indicate that she has known some people on campus for a long time', 'to emphasize her previous success in academic studies']","['the degree of slope of the sides of the dunes', 'the presence of clay and silt particles in the dunes', 'the position of the dunes relative to the wind and rain', 'the narrowness of the valleys between the dunes']",0
792,1422,"['clear glass was easier to find than quartz', 'clear glass was easier to cut to the appropriate size', 'clear glass magnified the letters more than quartz did', 'clear glass was less expensive than quartz']","['by examining the location of the lake bed', 'by measuring the amount of sand covering the lake bed', 'by examining the color of the limestone formation', 'by identifying the types of fossils found in the limestone']",0
793,1423,"['to explain how he obtained information about field research', 'to point out that many students like to do field research', 'to show that it is difficult to get intermediate level credits', 'to emphasize his motivation to do filed research in two of his courses']","['by examining the location of the lake bed', 'by measuring the amount of sand covering the lake bed', 'by examining the color of the limestone formation', 'by identifying the types of fossils found in the limestone']",0
794,1424,"['the findings of a study on prairie dog communication', 'the way that mammals learn to make warning cries', 'features that distinguish language from animal communication systems', 'various types of signal used by animals to communicate with each other']","['she is worried that they have not rehearsed enough', 'she believes they may have deceived her', 'she would like to work together with them on a project', 'she admires the way they solved their acoustical problems']",0
795,1425,"['the findings of a study on prairie dog communication', 'the way that mammals learn to make warning cries', 'features that distinguish language from animal communication systems', 'various types of signal used by animals to communicate with each other']","['they were available to everyone', 'they were a symbol of wealth and wisdom', 'they could not correct vision accurately', 'they could be bought only from traveling peddlers']",0
796,1426,"['to point out similarities in the behavior of rodents and monkeys', 'to explain how she first became interested in animal communication', 'to introduce an instance of an animal species that might have language', 'to show how she applied her knowledge of linguistics in another course']","['that human impact on the environment is difficult to measure', 'that humans have only recently had an impact on the environment', 'that human impact on the environment is always harmful', 'that human impact on the environment cannot be avoided']",0
797,1427,"['to point out similarities in the behavior of rodents and monkeys', 'to explain how she first became interested in animal communication', 'to introduce an instance of an animal species that might have language', 'to show how she applied her knowledge of linguistics in another course']","['the importance of record keeping in the development of hypotheses', ""the relationship between sunspots and earth's geomagnetic cycle"", 'the progression of scientific knowledge about sunspots', ""the effect of sunspots on earth's climate""]",0
798,1428,"['she finds the study interesting but is not convinced that prairie dogs can communicate', 'she thinks that some claims made by the researchers are not supported by their findings', 'she sees the study as proof that mammals other than humans possess a form of language', 'she thinks the researchers misinterpreted the high pitched barks as warming signals']","['to discuss the style of an early filmmaker', 'to describe different types of filmmaking in the 1930s', 'to discuss the emergence of the documentary film', ""to describe painleve's influence on today's science fiction films""]",0
799,1429,"['she finds the study interesting but is not convinced that prairie dogs can communicate', 'she thinks that some claims made by the researchers are not supported by their findings', 'she sees the study as proof that mammals other than humans possess a form of language', 'she thinks the researchers misinterpreted the high pitched barks as warming signals']","['it is easy for people to lose sight of their true path', 'most people are not capable of deciding which path is best for them', 'the path a person takes can only be seen clearly after the destination has been reached', 'a person should establish a goal before deciding which path to take']",0
